movimentacao_id,colaborador_id,data,ano,mes,tipo,empresa,funcao,setor_rh,unidade_inferida
116,144,2023-02-16,2023,2,Admissão,CENTRO DE ENSINO,AUXILIAR DE COORDENACAO,Apoio Pedagógico,
117,144,2024-02-20,2024,2,Desligamento,CENTRO DE ENSINO,AUXILIAR DE COORDENACAO,Apoio Pedagógico,
118,6,2019-08-01,2019,8,Admissão,CENTRO DE ENSINO,PROFESSOR(A),Docente,
119,6,2025-12-05,2025,12,Desligamento,CENTRO DE ENSINO,PROFESSOR(A),Docente,
120,221,2024-09-23,2024,9,Admissão,CENTRO DE ENSINO,ESTAGIARIO,Estagiário,
121,221,2026-01-20,2026,1,Desligamento,CENTRO DE ENSINO,ESTAGIARIO,Estagiário,
122,60,2022-02-10,2022,2,Admissão,CENTRO DE ENSINO,SERVICOS GERAIS,Operacional,
123,60,2022-05-10,2022,5,Desligamento,CENTRO DE ENSINO,SERVICOS GERAIS,Operacional,
124,255,2025-03-10,2025,3,Admissão,CENTRO DE ENSINO,APOIO PEDAGOGICO,Apoio Pedagógico,
125,151,2023-04-03,2023,4,Admissão,CENTRO DE ENSINO,AUX. SERV. GERAIS,Operacional,
126,151,2023-07-01,2023,7,Desligamento,CENTRO DE ENSINO,AUX. SERV. GERAIS,Operacional,
127,4,2019-08-01,2019,8,Admissão,CENTRO DE ENSINO,PORTEIRO,Operacional,
128,4,2023-08-02,2023,8,Desligamento,CENTRO DE ENSINO,PORTEIRO,Operacional,
129,270,2025-07-30,2025,7,Admissão,CENTRO DE ENSINO,APOIO PEDAGOGICO,Apoio Pedagógico,
130,270,2025-08-06,2025,8,Desligamento,CENTRO DE ENSINO,APOIO PEDAGOGICO,Apoio Pedagógico,
131,68,2022-03-02,2022,3,Admissão,CENTRO DE ENSINO,ASSIST COORDENACAO,Apoio Pedagógico,
132,68,2023-03-20,2023,3,Desligamento,CENTRO DE ENSINO,ASSIST COORDENACAO,Apoio Pedagógico,
133,182,2023-11-01,2023,11,Admissão,CENTRO DE ENSINO,COORDENADOR(A)PEDAGOGICO,Apoio Pedagógico,
134,182,2025-04-07,2025,4,Desligamento,CENTRO DE ENSINO,COORDENADOR(A)PEDAGOGICO,Apoio Pedagógico,
135,102,2022-08-01,2022,8,Admissão,CENTRO DE ENSINO,ESTAGIARIO,Estagiário,
136,102,2024-02-20,2024,2,Desligamento,CENTRO DE ENSINO,ESTAGIARIO,Estagiário,
137,263,2025-04-02,2025,4,Admissão,CENTRO DE ENSINO,ESTAGIARIO,Estagiário,
138,263,2025-06-30,2025,6,Desligamento,CENTRO DE ENSINO,ESTAGIARIO,Estagiário,
139,140,2023-02-08,2023,2,Admissão,CENTRO DE ENSINO,AUXILIAR DE COZINHA,Operacional,
140,140,2023-04-03,2023,4,Desligamento,CENTRO DE ENSINO,AUXILIAR DE COZINHA,Operacional,
141,256,2025-03-11,2025,3,Admissão,CENTRO DE ENSINO,APOIO PEDAGOGICO,Apoio Pedagógico,
142,214,2024-09-13,2024,9,Admissão,CENTRO DE ENSINO,AUX. ADMINISTRATIVO,Administrativo,
143,214,2025-05-29,2025,5,Desligamento,CENTRO DE ENSINO,AUX. ADMINISTRATIVO,Administrativo,
144,20,2020-02-03,2020,2,Admissão,CENTRO DE ENSINO,PROFESSOR(A),Docente,
145,20,2023-01-21,2023,1,Desligamento,CENTRO DE ENSINO,PROFESSOR(A),Docente,
146,39,2020-04-01,2020,4,Admissão,CENTRO DE ENSINO,PROFESSOR(A),Docente,
147,39,2024-12-17,2024,12,Desligamento,CENTRO DE ENSINO,PROFESSOR(A),Docente,
148,115,2022-09-16,2022,9,Admissão,CENTRO DE ENSINO,AUX. SERV. GERAIS,Operacional,
149,115,2022-12-15,2022,12,Desligamento,CENTRO DE ENSINO,AUX. SERV. GERAIS,Operacional,
150,125,2022-11-04,2022,11,Admissão,CENTRO DE ENSINO,AUX. ADMINISTRATIVO,Administrativo,
151,125,2022-12-12,2022,12,Desligamento,CENTRO DE ENSINO,AUX. ADMINISTRATIVO,Administrativo,
152,31,2020-02-03,2020,2,Admissão,CENTRO DE ENSINO,PROFESSOR(A),Docente,
153,31,2025-12-17,2025,12,Desligamento,CENTRO DE ENSINO,PROFESSOR(A),Docente,
154,191,2024-02-01,2024,2,Admissão,CENTRO DE ENSINO,PSICOLOGO(A),Clínico,
155,191,2024-02-22,2024,2,Desligamento,CENTRO DE ENSINO,PSICOLOGO(A),Clínico,
156,85,2022-05-02,2022,5,Admissão,CENTRO DE ENSINO,PORTEIRO,Operacional,
157,85,2023-10-19,2023,10,Desligamento,CENTRO DE ENSINO,PORTEIRO,Operacional,
158,82,2022-04-18,2022,4,Admissão,CENTRO DE ENSINO,PROFESSOR(A),Docente,
159,82,2024-08-02,2024,8,Desligamento,CENTRO DE ENSINO,PROFESSOR(A),Docente,
160,288,2026-02-03,2026,2,Admissão,CENTRO DE ENSINO,APOIO PEDAGOGICO,Apoio Pedagógico,
161,79,2022-04-01,2022,4,Admissão,CENTRO DE ENSINO,AUXILIAR DE COZINHA,Operacional,
162,79,2024-06-21,2024,6,Desligamento,CENTRO DE ENSINO,AUXILIAR DE COZINHA,Operacional,
163,159,2023-05-09,2023,5,Admissão,CENTRO DE ENSINO,AUX DE MANUTENCAO,Operacional,
164,159,2023-08-21,2023,8,Desligamento,CENTRO DE ENSINO,AUX DE MANUTENCAO,Operacional,
165,137,2023-02-07,2023,2,Admissão,CENTRO DE ENSINO,AUX. DE COORDENACAO,Apoio Pedagógico,
166,137,2023-06-01,2023,6,Desligamento,CENTRO DE ENSINO,AUX. DE COORDENACAO,Apoio Pedagógico,
167,100,2022-08-01,2022,8,Admissão,CENTRO DE ENSINO,ESTAGIARIO,Estagiário,
168,100,2024-02-20,2024,2,Desligamento,CENTRO DE ENSINO,ESTAGIARIO,Estagiário,
169,245,2025-02-03,2025,2,Admissão,CENTRO DE ENSINO,APOIO PEDAGOGICO,Apoio Pedagógico,
170,245,2025-09-15,2025,9,Desligamento,CENTRO DE ENSINO,APOIO PEDAGOGICO,Apoio Pedagógico,
171,91,2022-05-05,2022,5,Admissão,CENTRO DE ENSINO,PROFESSOR(A),Docente,
172,188,2024-01-18,2024,1,Admissão,CENTRO DE ENSINO,PORTEIRO,Operacional,
173,188,2025-05-20,2025,5,Desligamento,CENTRO DE ENSINO,PORTEIRO,Operacional,
174,163,2023-06-01,2023,6,Admissão,CENTRO DE ENSINO,ESTAGIARIO,Estagiário,
175,163,2024-02-20,2024,2,Desligamento,CENTRO DE ENSINO,ESTAGIARIO,Estagiário,
176,242,2025-01-27,2025,1,Admissão,CENTRO DE ENSINO,AUX. SERV. GERAIS,Operacional,
177,242,2025-01-31,2025,1,Desligamento,CENTRO DE ENSINO,AUX. SERV. GERAIS,Operacional,
178,136,2023-02-04,2023,2,Admissão,CENTRO DE ENSINO,AUXILIAR DE COORDENACAO,Apoio Pedagógico,
179,136,2024-01-22,2024,1,Desligamento,CENTRO DE ENSINO,AUXILIAR DE COORDENACAO,Apoio Pedagógico,
180,88,2022-05-05,2022,5,Admissão,CENTRO DE ENSINO,AUX. DE COORDENACAO,Apoio Pedagógico,
181,88,2022-12-16,2022,12,Desligamento,CENTRO DE ENSINO,AUX. DE COORDENACAO,Apoio Pedagógico,
182,93,2022-05-19,2022,5,Admissão,CENTRO DE ENSINO,AUX DE MANUT PREDIAL,Operacional,
183,93,2023-02-01,2023,2,Desligamento,CENTRO DE ENSINO,AUX DE MANUT PREDIAL,Operacional,
184,153,2023-04-03,2023,4,Admissão,CENTRO DE ENSINO,AUX. SERV. GERAIS,Operacional,
185,153,2023-05-17,2023,5,Desligamento,CENTRO DE ENSINO,AUX. SERV. GERAIS,Operacional,
186,243,2025-02-03,2025,2,Admissão,CENTRO DE ENSINO,PROFESSOR(A)DE INGLES,Docente,
187,89,2022-05-02,2022,5,Admissão,CENTRO DE ENSINO,AUXILIAR DE COZINHA,Operacional,
188,89,2024-08-14,2024,8,Desligamento,CENTRO DE ENSINO,AUXILIAR DE COZINHA,Operacional,
189,77,2022-03-02,2022,3,Admissão,CENTRO DE ENSINO,AUX. ADMINISTRATIVO,Administrativo,
190,77,2022-11-03,2022,11,Desligamento,CENTRO DE ENSINO,AUX. ADMINISTRATIVO,Administrativo,
191,123,2022-11-01,2022,11,Admissão,CENTRO DE ENSINO,ESTAGIARIO,Estagiário,
192,123,2023-02-15,2023,2,Desligamento,CENTRO DE ENSINO,ESTAGIARIO,Estagiário,
193,120,2022-10-07,2022,10,Admissão,CENTRO DE ENSINO,PROFESSOR(A),Docente,
194,120,2025-03-03,2025,3,Desligamento,CENTRO DE ENSINO,PROFESSOR(A),Docente,
195,83,2022-04-20,2022,4,Admissão,CENTRO DE ENSINO,SOCIAL MEDIA,Administrativo,
196,83,2023-08-08,2023,8,Desligamento,CENTRO DE ENSINO,SOCIAL MEDIA,Administrativo,
197,112,2022-09-12,2022,9,Admissão,CENTRO DE ENSINO,PROFESSOR(A),Docente,
198,112,2025-01-21,2025,1,Desligamento,CENTRO DE ENSINO,PROFESSOR(A),Docente,
199,118,2022-10-03,2022,10,Admissão,CENTRO DE ENSINO,PROFESSOR(A),Docente,
200,118,2023-12-20,2023,12,Desligamento,CENTRO DE ENSINO,PROFESSOR(A),Docente,
201,195,2024-02-01,2024,2,Admissão,CENTRO DE ENSINO,PROFESSOR(A) NIVEL SUPERIOR EDUCACAO INF,Docente,
202,130,2022-12-19,2022,12,Admissão,CENTRO DE ENSINO,AUX. ADMINISTRATIVO,Administrativo,
203,130,2024-06-26,2024,6,Desligamento,CENTRO DE ENSINO,AUX. ADMINISTRATIVO,Administrativo,
204,128,2022-12-06,2022,12,Admissão,CENTRO DE ENSINO,AUX. ADMINISTRATIVO,Administrativo,
205,225,2024-10-02,2024,10,Admissão,CENTRO DE ENSINO,ESTAGIARIO,Estagiário,
206,225,2025-03-24,2025,3,Desligamento,CENTRO DE ENSINO,ESTAGIARIO,Estagiário,
207,167,2023-08-02,2023,8,Admissão,CENTRO DE ENSINO,PROFESSOR(A),Docente,
208,167,2024-02-23,2024,2,Desligamento,CENTRO DE ENSINO,PROFESSOR(A),Docente,
209,138,2023-02-08,2023,2,Admissão,CENTRO DE ENSINO,PROFESSOR(A) FUNDAMENTAL I,Docente,
210,29,2020-02-03,2020,2,Admissão,CENTRO DE ENSINO,PROFESSOR(A),Docente,
211,29,2023-08-02,2023,8,Desligamento,CENTRO DE ENSINO,PROFESSOR(A),Docente,
212,231,2024-11-01,2024,11,Admissão,CENTRO DE ENSINO,ASSIST COORDENACAO,Apoio Pedagógico,
213,161,2023-06-06,2023,6,Admissão,CENTRO DE ENSINO,ASSISTENTE DE MANUTENCAO E REFRIGERACAO,Operacional,
214,161,2025-07-04,2025,7,Desligamento,CENTRO DE ENSINO,ASSISTENTE DE MANUTENCAO E REFRIGERACAO,Operacional,
215,98,2022-08-01,2022,8,Admissão,CENTRO DE ENSINO,PROFESSOR DE EDUCACAO FISICA,Docente,
216,98,2022-12-14,2022,12,Desligamento,CENTRO DE ENSINO,PROFESSOR DE EDUCACAO FISICA,Docente,
217,150,2023-04-03,2023,4,Admissão,CENTRO DE ENSINO,SERVICOS GERAIS,Operacional,
218,150,2023-05-17,2023,5,Desligamento,CENTRO DE ENSINO,SERVICOS GERAIS,Operacional,
219,295,2026-02-09,2026,2,Admissão,CENTRO DE ENSINO,AUX. DE SALA,Apoio Pedagógico,
220,145,2023-02-15,2023,2,Admissão,CENTRO DE ENSINO,PORTEIRO,Operacional,
221,131,2023-01-05,2023,1,Admissão,CENTRO DE ENSINO,AUX DE MANUT PREDIAL,Operacional,
222,131,2023-07-10,2023,7,Desligamento,CENTRO DE ENSINO,AUX DE MANUT PREDIAL,Operacional,
223,184,2023-11-08,2023,11,Admissão,CENTRO DE ENSINO,AUX. ADMINISTRATIVO,Administrativo,
224,184,2024-02-05,2024,2,Desligamento,CENTRO DE ENSINO,AUX. ADMINISTRATIVO,Administrativo,
225,196,2024-02-22,2024,2,Admissão,CENTRO DE ENSINO,AUX. SERV. GERAIS,Operacional,
226,196,2024-12-23,2024,12,Desligamento,CENTRO DE ENSINO,AUX. SERV. GERAIS,Operacional,
227,289,2026-02-03,2026,2,Admissão,CENTRO DE ENSINO,AUX. SERV. GERAIS,Operacional,
228,22,2020-02-03,2020,2,Admissão,CENTRO DE ENSINO,PROFESSOR(A),Docente,
229,292,2026-02-06,2026,2,Admissão,CENTRO DE ENSINO,APOIO PEDAGOGICO,Apoio Pedagógico,
230,258,2025-03-24,2025,3,Admissão,CENTRO DE ENSINO,ESTAGIARIO,Estagiário,
231,258,2025-03-31,2025,3,Desligamento,CENTRO DE ENSINO,ESTAGIARIO,Estagiário,
232,261,2025-04-03,2025,4,Admissão,CENTRO DE ENSINO,APOIO PEDAGOGICO,Apoio Pedagógico,
233,261,2025-09-18,2025,9,Desligamento,CENTRO DE ENSINO,APOIO PEDAGOGICO,Apoio Pedagógico,
234,254,2025-02-24,2025,2,Admissão,CENTRO DE ENSINO,PROFESSOR(A),Docente,
235,232,2024-12-02,2024,12,Admissão,CENTRO DE ENSINO,APOIO PEDAGOGICO,Apoio Pedagógico,
236,232,2025-01-09,2025,1,Desligamento,CENTRO DE ENSINO,APOIO PEDAGOGICO,Apoio Pedagógico,
237,57,2022-01-24,2022,1,Admissão,CENTRO DE ENSINO,PORTEIRO,Operacional,
238,57,2022-04-12,2022,4,Desligamento,CENTRO DE ENSINO,PORTEIRO,Operacional,
239,266,2025-05-02,2025,5,Admissão,CENTRO DE ENSINO,ESTAGIARIO,Estagiário,
240,266,2025-06-30,2025,6,Desligamento,CENTRO DE ENSINO,ESTAGIARIO,Estagiário,
241,282,2025-10-17,2025,10,Admissão,CENTRO DE ENSINO,PROFESSOR(A)DE INGLES,Docente,
242,71,2022-03-02,2022,3,Admissão,CENTRO DE ENSINO,ASSISTENTE DE RH,Administrativo,
243,53,2021-11-09,2021,11,Admissão,CENTRO DE ENSINO,AUX DE MANUTENCAO,Operacional,
244,53,2022-02-15,2022,2,Desligamento,CENTRO DE ENSINO,AUX DE MANUTENCAO,Operacional,
245,187,2024-01-18,2024,1,Admissão,CENTRO DE ENSINO,COORDENADOR(A) PEDAGOGICO II,Apoio Pedagógico,
246,158,2023-05-03,2023,5,Admissão,CENTRO DE ENSINO,COORDENADOR(A)PEDAGOGICO,Apoio Pedagógico,
247,158,2023-06-15,2023,6,Desligamento,CENTRO DE ENSINO,COORDENADOR(A)PEDAGOGICO,Apoio Pedagógico,
248,18,2020-02-03,2020,2,Admissão,CENTRO DE ENSINO,PROFESSOR(A) POLIVALENTE - 1o ANO,Docente,
249,58,2022-02-01,2022,2,Admissão,CENTRO DE ENSINO,AUX DE MANUTENCAO,Operacional,
250,58,2022-05-10,2022,5,Desligamento,CENTRO DE ENSINO,AUX DE MANUTENCAO,Operacional,
251,275,2025-08-06,2025,8,Admissão,CENTRO DE ENSINO,APOIO PEDAGOGICO,Apoio Pedagógico,
252,259,2025-03-10,2025,3,Admissão,CENTRO DE ENSINO,ESTAGIARIO,Estagiário,
253,259,2025-06-30,2025,6,Desligamento,CENTRO DE ENSINO,ESTAGIARIO,Estagiário,
